customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgCharge,NormalizedAvgCharge
4713-ZBURT,45,1,2,2,99.7,4634.35,0,102.99,4.63463189613771
3050-GBUSH,3,0,0,3,34.8,113.95,0,37.98,3.63705970538414
0207-MDKNV,15,1,0,0,105.1,1582.75,1,105.52,4.658900508409059
7876-AEHIG,51,0,1,2,60.15,3077.0,0,60.33,4.09982949245267
7945-HLKEA,60,1,1,0,64.75,4039.5,0,67.32,4.209457369322605
9342-VNIMQ,33,1,0,2,54.65,1665.2,0,50.46,3.921180943212912
9851-KIELU,10,1,0,0,110.1,1043.3,1,104.33,4.647558952479878
3523-BRGUW,26,1,1,3,19.3,504.2,0,19.39,2.9647574692545606
3908-BLSYF,6,1,0,0,83.9,497.55,1,82.92,4.417876287567579
3199-NPKCN,67,1,1,0,111.25,7511.65,0,112.11,4.719480532165502
5170-PTRKA,49,0,1,3,35.8,1782.0,0,36.37,3.5937442589988975
4661-NJEUX,1,1,0,1,20.05,20.05,0,20.05,2.998229153752578
2123-AGEEN,7,1,0,0,84.35,609.65,0,87.09,4.466942066704648
1258-YMZNM,27,1,1,2,110.5,2857.6,0,105.84,4.6619285198067
0048-LUMLS,37,1,1,3,91.2,3247.55,0,87.77,4.474719756604026
7549-MYGPK,63,1,0,0,100.55,6215.35,1,98.66,4.5916795958055925
5898-IGSLP,31,1,0,0,89.3,2823.0,0,91.06,4.511518629906636
3804-RVTGV,50,1,0,2,103.85,5017.9,1,100.36,4.608763721498222
6259-WJQLC,32,1,0,3,81.1,2619.25,0,81.85,4.404888303817144
9227-LUNBG,1,0,0,0,24.6,24.6,1,24.6,3.202746442938317
7997-EASSD,63,1,1,3,81.2,4965.1,0,78.81,4.3670398923655585
0730-KOAVE,30,1,0,3,94.3,2679.7,0,89.32,4.492225426971957
8975-SKGRX,71,1,2,2,116.1,8310.55,0,117.05,4.76260119393692
0678-RLHVP,53,1,2,0,105.55,5682.25,0,107.21,4.674789527868148
4315-MURBD,12,1,0,2,98.9,1120.95,1,93.41,4.5369984058847574
2267-FPIMA,50,1,0,3,94.4,4914.9,0,98.3,4.5880240271531205
1051-GEJLJ,2,1,0,1,19.5,27.55,0,13.78,2.6232182655855123
9734-YWGEX,9,1,0,3,98.3,923.5,1,102.61,4.630935393874117
2719-BDAQO,17,1,0,0,93.85,1625.65,1,95.63,4.560486578361451
5285-MVEHD,56,1,1,3,105.6,6068.65,0,108.37,4.685551297934904
0379-DJQHR,67,1,2,3,81.35,5398.6,0,80.58,4.389250479763201
0781-LKXBR,9,1,0,0,100.5,918.6,1,102.07,4.625658852415407
5543-QDCRY,4,1,0,0,56.4,234.85,0,58.71,4.072610070076094
0297-RBCSG,19,1,1,2,65.35,1231.85,0,64.83,4.171768459186905
4694-PHWFW,8,1,0,1,19.95,170.9,0,21.36,3.061520014091994
0835-JKADZ,71,1,2,0,111.25,7984.15,0,112.45,4.722508678405324
1907-UBQFC,10,1,0,0,72.85,688.65,1,68.86,4.232075457910378
7508-SMHXL,15,1,0,3,89.0,1288.3,0,85.89,4.453067407778134
3865-YIOTT,72,1,1,2,106.1,7848.5,0,109.01,4.691439621140267
5993-BQHEA,12,1,1,3,20.05,267.0,0,22.25,3.1023420086122493
6024-RUGGH,72,1,2,2,25.2,1798.9,0,24.98,3.2180755046974316
6513-EECDB,1,1,0,0,73.55,73.55,1,73.55,4.297965447047447
3956-CJUST,23,1,0,2,75.4,1643.55,0,71.46,4.2691378525952635
4079-WWQQQ,72,0,2,2,65.55,4807.45,0,66.77,4.201253877869777
6103-BOCOU,26,1,0,0,80.7,2193.0,0,84.35,4.434974808991977
5149-TGWDZ,21,1,1,1,104.55,2239.4,0,106.64,4.6694586758704535
7471-WNSUF,60,1,1,2,24.15,1505.9,0,25.1,3.2228678461377385
8942-DBMHZ,12,1,0,1,20.45,255.35,0,21.28,3.0577676644734435
4301-VVZKA,16,1,0,0,75.4,1189.4,0,74.34,4.308649164869106
9199-PWQVC,63,1,1,3,79.7,4786.15,0,75.97,4.33033852551513
4824-GUCBY,22,1,0,0,81.7,1820.9,0,82.77,4.416065676897304
5393-HJZSM,32,1,0,2,76.3,2404.15,0,75.13,4.319219946381069
7074-IEVOJ,3,1,0,0,79.4,205.05,1,68.35,4.224641563169959
9625-QSTYE,13,1,0,0,81.15,952.3,1,73.25,4.293878247897177
0862-PRCBS,68,1,2,3,103.75,7039.45,0,103.52,4.639764830752591
8812-ZRHFP,30,1,1,0,86.45,2538.05,0,84.6,4.437934266612178
5146-CBVOE,16,1,0,2,75.1,1212.85,0,75.8,4.328098292648326
0454-OKRCT,33,1,2,2,80.6,2651.1,0,80.34,4.386267628931136
5787-KXGIY,72,1,2,3,19.3,1304.8,0,18.12,2.8970163006148333
4750-ZRXIU,4,1,0,0,84.6,360.1,1,90.02,4.500031867864786
4198-VFOEA,12,0,1,1,33.6,435.45,0,36.29,3.591542221224979
6630-UJZMY,4,1,0,0,83.25,308.05,0,77.01,4.343935283551159
5709-LVOEQ,0,1,2,1,80.85,1397.475,0,inf,inf
6400-BWQKW,6,1,0,0,79.05,434.5,1,72.42,4.282482504337495
2692-AQCPF,65,1,1,3,108.05,7118.9,0,109.52,4.696107180980193
0347-UBKUZ,15,1,0,1,19.9,320.45,0,21.36,3.061520014091994
0835-DUUIQ,24,1,1,2,21.05,531.55,0,22.15,3.0978374964911444
0811-GSDTP,13,0,0,0,30.15,382.2,0,29.4,3.380994674344636
7567-ECMCM,24,1,0,3,79.85,2001.0,0,83.38,4.423408472452651
6115-ZTBFQ,72,0,2,2,65.5,4919.7,0,68.33,4.224348908792687
6353-BRMMA,54,1,0,2,104.1,5645.8,0,104.55,4.649665425874643
6680-WKXRZ,3,1,0,2,74.4,215.8,1,71.93,4.2756934238792645
6231-WFGFH,4,1,0,1,20.5,77.6,0,19.4,2.9652730660692823
9904-EHEVJ,32,1,0,1,91.35,2896.55,0,90.52,4.505570820765336
7028-DVOIQ,35,1,0,0,99.05,3395.8,1,97.02,4.57491714281707
6169-PPETC,35,1,2,2,20.5,759.35,0,21.7,3.077312260546414
4208-UFFGW,2,1,0,1,44.95,85.15,1,42.58,3.7513846594653333
8584-KMVXD,8,1,0,0,75.6,535.55,0,66.94,4.203796695783181
8467-WYNSR,22,1,0,1,55.1,1253.15,0,56.96,4.04234926710372
0851-DFJKB,15,1,0,0,58.95,955.15,0,63.68,4.1538705415361274
5382-SOYZL,22,1,0,0,95.1,2162.6,0,98.3,4.5880240271531205
9448-REEVD,1,1,0,3,44.7,44.7,1,44.7,3.7999735016195233
3261-CQXOL,71,1,2,2,25.45,1813.35,0,25.54,3.2402458506043934
8388-FYNPZ,4,1,0,0,56.75,245.15,0,61.29,4.11561669749764
4002-BQWPQ,25,1,0,2,81.75,2028.8,0,81.15,4.396299293960601
5651-YLPRD,32,1,0,0,86.1,2723.75,0,85.12,4.444062025593334
2826-DXLQO,7,0,0,2,29.8,220.45,0,31.49,3.4496700351129332
4378-BZYFP,17,1,1,1,20.5,365.8,0,21.52,3.0689827352935835
9489-UTFKA,8,1,0,2,60.9,551.95,0,68.99,4.233961566558017
4849-PYRLQ,56,1,2,2,73.25,4054.2,0,72.4,4.282206299391671
9117-SHLZX,1,1,0,1,45.7,45.7,1,45.7,3.822098297900159
9889-TMAHG,8,1,0,3,100.3,832.35,1,104.04,4.64477544058045
4541-RMRLG,7,1,0,0,19.25,112.3,1,16.04,2.7750856024383683
7764-BDPEE,3,1,0,1,20.85,60.65,0,20.22,3.006672213592325
3429-IFLEM,71,1,2,3,77.35,5550.1,0,78.17,4.358885942232239
3158-MOERK,2,1,0,0,96.0,174.8,1,87.4,4.470495282661489
7294-TMAOP,1,1,0,0,90.55,90.55,1,90.55,4.505902184329423
5002-GCQFH,49,1,0,2,93.85,4733.1,0,96.59,4.570475216191205
0556-FJEGU,58,1,2,2,70.1,4048.95,0,69.81,4.24577726598231
8919-FYFQZ,44,0,0,0,30.35,1359.7,1,30.9,3.4307561839036995
0604-THJFP,59,1,2,3,75.95,4542.35,0,76.99,4.343675543289958
2834-JRTUA,71,1,2,0,108.05,7532.15,1,106.09,4.66428779047118
5875-YPQFJ,1,1,0,0,69.9,69.9,1,69.9,4.247065649239764
5879-SESNB,11,1,0,0,75.25,888.65,0,80.79,4.391853195491617
6646-QVXLR,62,1,1,0,103.75,6383.35,1,102.96,4.634340563287871
6461-PPAXN,35,1,1,2,54.95,1916.0,0,54.74,4.002594703612533
3318-ISQFQ,20,1,0,2,19.5,413.0,0,20.65,3.027715319407042
1106-HRLKZ,40,1,2,1,19.6,808.95,0,20.22,3.006672213592325
2483-XSSMZ,39,1,1,0,47.85,1886.4,0,48.37,3.878879786834892
8603-IJWDN,1,1,0,0,86.6,86.6,1,86.6,4.461299815568389
8165-ZJRNM,72,1,2,2,23.75,1679.25,0,23.32,3.1493113614822916
9369-XFEHK,33,1,0,2,80.6,2656.5,1,80.5,4.388257184424518
2604-XVDAM,12,1,0,2,43.8,540.95,0,45.08,3.8084386891715756
3717-OFRTN,1,1,0,2,19.75,19.75,0,19.75,2.9831534913471307
9046-JBFWA,27,1,0,1,19.15,537.35,0,19.9,2.990719731730447
3280-NMUVX,34,1,1,3,19.6,678.8,0,19.96,2.993730270883318
1206-EHBDD,56,1,2,2,80.3,4513.65,0,80.6,4.389498649512583
8361-LBRDI,58,1,2,3,24.35,1423.85,0,24.55,3.2007118542405295
4883-KCPZJ,22,1,2,3,25.25,555.4,0,25.25,3.228826155721369
9108-EQPNQ,10,1,2,3,26.1,225.55,0,22.56,3.1161784266298582
7277-KAMWT,13,1,2,3,20.0,268.45,0,20.65,3.027715319407042
3842-IYKUE,35,1,0,3,85.3,2917.5,1,83.36,4.423168578005057
6641-XRPSU,34,1,0,3,70.0,2416.1,1,71.06,4.263524590592881
1374-DMZUI,4,1,0,0,94.3,424.45,1,106.11,4.6644762918854985
2545-LXYVJ,72,1,2,2,20.7,1492.1,0,20.72,3.031099417391282
3234-VKACU,2,1,0,0,70.3,132.4,0,66.2,4.192680462942962
8357-EQXFO,7,1,0,0,95.35,660.9,1,94.41,4.547646999744425
1989-PRJHP,27,1,0,0,75.5,1893.95,1,70.15,4.25063580654847
8120-JDCAM,4,1,0,1,69.55,284.9,0,71.22,4.265773677849632
8917-FAEMR,37,1,2,1,19.85,784.25,0,21.2,3.054001181677967
7047-YXDMZ,21,1,0,1,20.0,417.7,0,19.89,2.9902170928658807
2858-EIMXH,53,1,1,3,95.85,5016.25,0,94.65,4.550185877655332
9524-EGPJC,18,1,0,0,90.1,1612.75,1,89.6,4.4953553199808844
6993-OHLXR,2,1,0,0,68.95,119.75,1,59.88,4.092342559551428
8818-XYFCQ,32,1,0,3,99.55,3204.65,1,100.15,4.606669062111827
6419-ZTTLE,23,1,1,0,20.75,485.2,0,21.1,3.0492730404820207
0929-HYQEW,3,1,0,1,50.15,160.85,0,53.62,3.981922132807813
6614-YOLAC,71,0,2,1,58.65,4145.25,0,58.38,4.0669733654259685
7426-RHZGU,9,1,0,2,95.9,827.45,0,91.94,4.521136190378082
4065-JJAVA,1,1,0,0,49.5,49.5,0,49.5,3.901972669574645
4695-VADHF,18,1,0,0,57.45,990.85,1,55.05,4.008241863168689
3863-IUBJR,12,1,1,3,53.65,696.35,1,58.03,4.060960118202517
7649-SIJJF,71,1,2,1,80.1,5585.4,0,78.67,4.365261888341151
9361-YNQWJ,64,1,1,2,24.4,1601.2,0,25.02,3.219675505038765
3748-FVMZZ,4,0,0,0,40.05,162.45,0,40.61,3.7040143416982065
9391-TTOYH,23,1,0,1,19.5,470.2,0,20.44,3.017493765335504
1452-XRSJV,39,1,0,3,51.05,2066.0,0,52.97,3.9697257155564354
3422-WJOYD,28,1,1,1,54.35,1426.45,0,50.94,3.930648469551311
8242-SOQUO,5,1,0,0,84.7,392.5,0,78.5,4.363098624788363
7460-ITWWP,45,1,0,0,86.1,3861.45,0,85.81,4.45213554981903
7147-AYBAA,37,1,0,1,70.35,2552.9,0,69.0,4.23410650459726
7868-TMWMZ,60,1,2,2,110.0,6668.35,0,111.14,4.710790667851775
4822-RVYBB,8,1,0,0,100.6,819.4,1,102.42,4.6290820060344045
6732-FZUGP,47,1,1,3,94.9,4615.25,0,98.2,4.58700621536042
8436-BJUMM,26,1,0,0,83.75,2070.6,1,79.64,4.377516479195996
4184-TJFAN,3,1,0,1,88.3,273.75,1,91.25,4.513602992462601
8329-GWVPJ,50,1,0,2,69.75,3557.7,0,71.15,4.264790324535862
1352-VHKAJ,27,1,0,2,71.6,1957.1,0,72.49,4.283448621312786
4145-UQXUQ,8,1,0,0,92.1,729.95,1,91.24,4.5134933974161875
2632-TACXW,62,1,2,2,23.65,1416.75,0,22.85,3.128951117340214
8146-QQKZH,71,1,2,2,81.85,5924.4,0,83.44,4.424127810692517
1767-CJKBA,66,1,2,1,25.1,1697.7,0,25.72,3.2472688993694185
6445-TNRXS,68,1,2,2,114.7,7849.85,0,115.44,4.7487509144656155
4581-LNWUM,13,0,0,0,49.15,649.4,0,49.95,3.9110225050945626
4869-EPIUS,56,1,1,0,80.9,4557.5,0,81.38,4.399129542573544
9948-YPTDG,38,1,0,0,79.45,3013.05,1,79.29,4.373112017284307
1236-WFCDV,14,1,0,3,90.45,1266.1,1,90.44,4.504686647409769
1915-OAKWD,16,1,1,2,19.3,360.35,0,22.52,3.1144038032714896
7296-PIXQY,14,1,0,0,70.2,1046.5,0,74.75,4.314149212270796
4883-QICIH,32,1,0,2,69.75,2347.9,1,73.37,4.295515132725903
3354-OADJP,8,1,1,2,54.25,447.75,0,55.97,4.024815832903268
3524-WQDSG,43,1,0,2,99.3,4209.95,0,97.91,4.5840486893659795
0810-DHDBD,52,1,1,3,74.0,3877.65,0,74.57,4.311738281555703
4026-SKKHW,3,1,0,1,50.25,152.3,0,50.77,3.927305628959303
2829-HYVZP,29,1,1,1,19.8,572.2,0,19.73,2.982140320034524
8329-IBCTI,1,1,0,1,19.65,19.65,1,19.65,2.9780773383152703
1271-SJBGZ,12,0,0,0,43.65,526.95,1,43.91,3.782142084573626
3845-JHAMY,16,0,0,3,35.5,552.7,0,34.54,3.5421180727185324
7013-PSXHK,40,1,1,1,80.75,3208.65,0,80.22,4.384772860341907
5669-SRAIP,5,0,0,0,39.5,210.75,1,42.15,3.7412346844478646
5981-ITEMU,40,1,0,2,97.1,3706.95,1,92.67,4.5290447955986
3486-NPGST,36,1,1,1,19.55,620.75,0,17.24,2.847232265235547
6941-PMGEP,5,1,0,0,80.0,412.5,1,82.5,4.412798293340635
1624-WOIWJ,10,1,0,1,84.7,832.05,1,83.2,4.421247347827163
2074-GKOWZ,2,1,0,2,89.55,185.55,1,92.78,4.530231099323598
0376-YMCJC,23,1,0,0,90.6,1943.2,1,84.49,4.436633184164753
6100-FJZDG,26,1,1,2,20.05,505.9,0,19.46,2.968361076757859
4829-ZLJTK,72,1,2,0,112.4,8046.85,0,111.76,4.716353714948706
1730-VFMWO,34,1,0,2,50.2,1815.3,0,53.39,3.9776234625120948
7143-BQIBA,10,1,0,2,62.25,612.95,0,61.3,4.115779842942166
3800-LYTRK,14,1,1,1,55.7,795.15,0,56.8,4.039536325727106
0634-SZPQA,23,1,0,2,90.05,2169.8,1,94.34,4.546905277856116
9646-NMHXE,47,1,2,1,19.65,973.1,0,20.7,3.0301337002713233
7030-NJVDP,24,1,0,0,89.25,2210.2,0,92.09,4.522766359733276
5536-RTPWK,49,1,0,2,99.05,4853.75,1,99.06,4.595725727160092
8883-GRDWQ,20,1,1,1,54.0,1055.9,0,52.8,3.966511190712216
6166-ILMNY,2,1,0,2,69.75,144.55,1,72.28,4.280547465724028
3097-NNSPB,2,1,0,3,49.05,91.1,1,45.55,3.8188106237059674
7771-ZONAT,22,0,2,2,56.75,1304.85,0,59.31,4.082777925850635
0655-RBDUG,7,1,0,2,98.05,713.0,1,101.86,4.623599321456458
2111-DWYHN,1,1,0,1,21.1,21.1,0,21.1,3.0492730404820207
4194-WHFCB,59,1,0,2,96.65,5580.8,0,94.59,4.549551762225079
4121-AGSIN,58,1,1,3,24.5,1497.9,0,25.83,3.251536607107749
4361-BKAXE,41,1,0,2,114.5,4527.45,1,110.43,4.7043818360590395
9845-PEEKO,59,1,2,3,79.2,4590.35,0,77.8,4.354141431184346
0455-XFASS,3,1,0,0,69.55,200.2,0,66.73,4.200654626915515
0301-KOBTQ,32,1,2,2,20.05,614.45,0,19.2,2.954910279033736
1751-NCDLI,46,1,0,0,98.85,4564.9,0,99.24,4.5975411588236
4367-NUYAO,0,1,2,1,25.75,1397.475,0,inf,inf
9878-TNQGW,2,1,0,0,80.95,171.15,1,85.58,4.449451610988671
9170-ARBTB,52,1,1,3,19.6,1012.4,0,19.47,2.968874819384108
4441-NIHPT,13,1,0,0,74.3,940.35,1,72.33,4.28123898086119
8999-BOHSE,11,1,0,2,89.7,1047.7,1,95.25,4.55650501400681
7241-AJHFS,32,1,0,2,87.65,2766.4,0,86.45,4.4595662121293
7029-RPUAV,17,1,0,3,100.45,1622.45,1,95.44,4.55849777778966
4546-FOKWR,16,1,0,3,74.75,1129.35,0,70.58,4.256746818247124
9036-CSKBW,51,1,1,2,107.45,5680.9,0,111.39,4.713037556857098
5832-TRLPB,29,1,1,2,75.35,2243.9,0,77.38,4.348728349272367
8590-YFFQO,70,1,2,3,64.95,4523.25,0,64.62,4.168523960396352
8659-IOOPU,71,1,2,0,100.45,7159.7,0,100.84,4.6135351023197195
1338-CECEE,41,1,1,2,68.5,2839.95,0,69.27,4.238011912034514
7439-DKZTW,1,1,0,0,80.55,80.55,0,80.55,4.388878109622984
4646-QZXTF,7,1,0,2,81.25,580.1,0,82.87,4.417273114860951
4607-CHPCA,25,1,1,0,90.4,2178.6,1,87.14,4.467516020689296
9742-XOKTS,67,1,1,0,89.55,6038.55,0,90.13,4.501253072568319
6921-OZMFH,5,1,0,1,55.7,259.4,0,51.88,3.948933359448243
9578-FOMUK,15,1,0,0,24.8,324.15,0,21.61,3.0731561705187946
4712-UYOOI,20,1,0,0,20.0,417.65,0,20.88,3.038791763014438
8824-RWFXJ,3,1,0,1,56.15,168.15,1,56.05,4.026244149518169
7722-CVFXN,54,1,1,0,105.2,5637.85,0,104.4,4.648229675448539
8717-VCTXJ,42,1,1,1,19.55,839.4,0,19.99,2.995232148512309
7363-QTBIW,9,1,0,0,79.75,769.1,0,85.46,4.448048430215879
4159-NAAIX,63,1,2,2,97.45,6253.0,0,99.25,4.5976419195673
0971-QIFJK,69,1,2,2,24.25,1641.8,0,23.79,3.1692653243148663
9397-TZSHA,69,1,2,3,24.6,1678.05,0,24.32,3.1912990570979662
3391-JSQEW,40,1,0,1,50.15,2058.5,0,51.46,3.940804806853598
0343-QLUZP,60,0,2,2,39.6,2424.5,0,40.41,3.6990772790903823
9763-PDTKK,4,1,0,2,94.4,387.2,1,96.8,4.572646994282532
2176-LVPNX,71,1,2,1,89.85,6293.45,0,88.64,4.484583222998974
7627-JKIAZ,37,1,0,3,78.95,2839.65,1,76.75,4.340553386467307
3312-UUMZW,32,1,0,3,98.85,3145.9,0,98.31,4.588125751378833
1271-UODNO,39,1,2,3,53.85,2200.7,0,56.43,4.033000931981049
8461-EFQYM,38,1,1,0,24.25,914.4,0,24.06,3.180550710546533
6900-RBKER,52,1,2,3,89.45,4577.75,0,88.03,4.4776776654728145
6891-JPYFF,48,1,0,3,105.25,4997.5,0,104.11,4.645448032486661
1459-QNFQT,70,0,2,2,59.5,4144.8,0,59.21,4.081090446543684
1047-NNCBF,20,1,0,3,70.55,1493.55,0,74.68,4.313212318673522
3696-XRIEN,50,1,1,3,82.5,4179.1,0,83.58,4.425804257019769
4081-DYXAV,19,0,1,3,44.85,893.55,1,47.03,3.8507856959569566
0074-HDKDG,25,1,1,2,61.6,1611.0,0,64.44,4.165734558308774
8791-GFXLZ,12,1,0,2,49.05,593.05,0,49.42,3.900355200560464
8111-SLLHI,39,1,0,0,105.65,4284.8,1,109.87,4.699297848712789
0927-LCSMG,7,1,0,1,74.65,544.55,1,77.79,4.354012888218683
9330-DHBFL,23,1,1,1,66.25,1533.8,0,66.69,4.200055016644215
0098-BOWSO,27,1,0,0,19.4,529.8,0,19.62,2.976549454137217
3452-ABWRL,47,1,0,3,86.05,3865.6,0,82.25,4.409763389645481
5859-HZYLF,26,1,2,3,19.15,515.75,0,19.84,2.987700101856727
8257-RZAHR,14,1,0,2,64.7,941.0,1,67.21,4.2078220459818745
5293-WXJAK,11,1,0,2,104.05,1133.65,1,103.06,4.635311342900078
3156-QLHBO,2,1,0,1,19.25,48.35,0,24.18,3.1855258451866466
2208-NQBCT,26,1,0,0,81.95,2070.05,0,79.62,4.377265317572172
1779-PWPMG,72,1,2,2,114.65,8333.95,0,115.75,4.751432692966343
6621-NRZAK,63,1,2,3,20.0,1209.25,0,19.19,2.9543893100196086
0831-JNISG,71,1,2,1,19.8,1396.25,0,19.67,2.979094632400968
0774-IFUVM,11,1,0,2,65.15,723.35,0,65.76,4.186011750747925
3082-WQRVY,14,1,1,1,19.65,228.65,0,16.33,2.7930039069823738
9553-DLCLU,13,1,2,3,88.95,1161.75,0,89.37,4.492785055393301
1641-BYBTK,6,1,0,1,20.2,98.35,0,16.39,2.7966713927557385
2460-NGXBJ,11,1,0,3,75.2,775.3,0,70.48,4.255328981627924
2446-ZKVAF,18,1,0,3,56.8,1074.65,0,59.7,4.089332020398556
0841-NULXI,1,0,0,0,35.55,35.55,1,35.55,3.5709401562492498
3522-CDKHF,32,1,0,2,75.5,2324.7,0,72.65,4.285653390016292
1430-SFQSA,29,0,1,1,35.6,1072.6,0,36.99,3.610647605844363
0411-EZJZE,3,1,0,0,60.25,170.5,0,56.83,4.04006435530903
7851-WZEKY,2,1,0,0,95.15,196.9,1,98.45,4.589548805085134
8844-TONUD,13,1,0,1,96.65,1162.85,1,89.45,4.493679809954728
8807-ARQET,41,0,0,0,40.35,1677.85,0,40.92,3.711618941083426
8992-CEUEN,1,1,0,0,18.85,18.85,0,18.85,2.93651291389402
4320-QMLLA,7,1,0,1,54.85,370.4,0,52.91,3.9685923569160404
8777-PVYGU,52,1,1,1,64.3,3410.6,0,65.59,4.183423245305645
8292-ITGYJ,45,1,2,2,24.65,1138.8,0,25.31,3.2311995745570328
6870-ZWMNX,70,1,2,3,76.1,5264.25,0,75.2,4.320151230955794
0621-CXBKL,53,1,2,1,18.7,1005.7,0,18.98,2.9433857931817817
5268-DSMNQ,62,1,1,3,97.95,5936.55,0,95.75,4.561740628060756
5334-JLAXU,60,1,0,3,94.1,5475.9,0,91.26,4.513712575499256
4086-YQSNZ,3,1,0,0,80.4,224.05,1,74.68,4.313212318673522
6242-MBHPK,23,1,0,0,95.1,2326.05,0,101.13,4.616406817914079
5868-CZJDR,1,0,0,1,31.35,31.35,1,31.35,3.4452142670789296
9359-UGBTK,67,1,1,2,72.35,4991.5,0,74.5,4.310799125385514
0135-NMXAP,12,1,0,2,89.75,1052.4,1,87.7,4.473921899378137
4782-OSFXZ,71,1,2,2,82.7,5831.2,0,82.13,4.408303357752101
6479-OAUSD,25,1,1,3,19.9,510.8,0,20.43,3.0170044088295307
7129-ACFOG,5,1,0,0,53.8,283.95,0,56.79,4.039360253889341
4189-NAKJS,26,1,1,3,51.55,1295.4,0,49.82,3.9084165098340344
5562-BETPV,1,1,1,1,19.65,19.65,0,19.65,2.9780773383152703
1282-IHQAC,70,0,1,3,44.05,3011.65,0,43.02,3.761665123839584
9127-FHJBZ,72,1,2,0,114.0,8093.15,0,112.4,4.722063937459591
6270-OMFIW,60,1,1,0,94.4,5610.25,1,93.5,4.537961436294641
1641-RQDAY,32,1,0,0,100.4,3217.65,0,100.55,4.610655116218661
0107-WESLM,1,1,0,0,19.85,19.85,1,19.85,2.9882040071331994
6994-ORCWG,14,1,1,1,54.25,773.2,0,55.23,4.011506283913096
1346-UFHAX,13,1,0,3,80.0,1029.35,0,79.18,4.371723741677985
3992-YWPKO,6,1,0,3,109.9,669.45,1,111.58,4.714741822417382
2933-XEUJM,46,1,2,1,79.2,3593.8,0,78.13,4.358374106008653
0125-LZQXK,15,1,0,0,101.35,1553.95,1,103.6,4.640537329825382
5461-QKNTN,43,1,0,0,94.3,3953.15,0,91.93,4.521027417875663
4835-YSJMR,39,1,2,2,49.8,1971.15,0,50.54,3.922765101960048
8399-YNDCH,21,1,0,2,60.05,1236.15,1,58.86,4.075161742805327
3164-YAXFY,57,0,0,0,53.75,3196.0,0,56.07,4.026600910135581
0887-WBJVH,53,1,1,0,93.45,4872.2,0,91.93,4.521027417875663
4660-IRIBM,18,1,0,1,87.9,1500.5,0,83.36,4.423168578005057
5673-FSSMF,1,1,0,0,60.15,60.15,1,60.15,4.096841442420688
7670-ZBPOQ,58,1,1,2,61.05,3478.75,0,59.98,4.094011173320863
8089-UZWLX,71,1,2,2,104.05,7413.55,0,104.42,4.648421227982406
0080-OROZO,35,1,1,0,99.25,3532.0,0,100.91,4.614229030476437
3916-NRPAP,3,1,0,3,85.7,256.75,0,85.58,4.449451610988671
6807-SIWJI,38,1,1,0,104.85,3887.25,0,102.3,4.627909672957581
8221-HVAYI,35,1,2,3,69.15,2490.15,0,71.15,4.264790324535862
1579-KLYDT,7,1,0,0,90.45,593.45,1,84.78,4.440059665924491
5232-NXPAY,47,1,2,1,74.45,3510.3,0,74.69,4.313346214368975
8967-SZQAS,14,1,0,0,50.45,765.45,0,54.68,4.001498011855749
4468-KAZHE,20,1,0,0,60.0,1259.35,0,62.97,4.142658422500651
0455-ENTCR,66,1,2,0,85.25,5538.35,0,83.91,4.4297447958819784
8944-AILEF,15,1,0,3,19.45,340.85,0,22.72,3.1232455938529506
5542-NKVRU,42,1,2,2,20.75,844.45,0,20.11,3.001217203784561
7126-RBHSD,17,1,0,0,78.9,1348.95,0,79.35,4.373868446972418
5370-IIVVL,37,1,1,3,104.5,3778.0,0,102.11,4.6260506635674465
6789-HJBWG,12,1,0,0,49.4,611.65,0,50.97,3.93123722435195
3927-NLNRY,53,1,1,2,94.25,4867.95,1,91.85,4.520156811661135
9087-EYCPR,60,1,2,1,25.0,1505.05,0,25.08,3.22207071576472
6791-YBNAK,18,0,0,3,25.55,467.85,0,25.99,3.2577118486533987
6358-LYNGM,1,1,0,0,74.9,74.9,1,74.9,4.316153890523174
6077-BDPXA,3,1,0,0,70.15,194.2,0,64.73,4.170224772557419
0013-MHZWF,9,1,0,3,69.4,571.45,0,63.49,4.150882413182359
5494-HECPR,1,1,0,0,80.25,80.25,1,80.25,4.385146762010125
8268-YDIXR,56,1,1,0,93.15,5253.95,0,93.82,4.541378052900312
9824-BEMCV,17,1,0,0,69.0,1149.65,1,67.63,4.214051671586849
1373-ORVIZ,11,1,0,0,66.35,740.8,1,67.35,4.209902902856373
4291-SHSBH,7,1,0,0,69.55,521.35,0,74.48,4.310530632968812
6980-IMXXE,69,1,2,2,20.2,1412.65,0,20.47,3.018960399673198
9866-QEVEE,19,1,0,2,86.0,1532.45,1,80.66,4.390242789445222
9897-KXHCM,3,1,0,0,80.3,250.05,1,83.35,4.423048609196803
0040-HALCW,54,1,2,3,20.4,1090.6,0,20.2,3.005682604407159
0784-GTUUK,62,1,1,3,23.75,1446.8,0,23.34,3.15016862685841
7979-CORPM,24,1,0,3,90.55,2282.55,1,95.11,4.555034116494294
2294-DMMUS,62,1,0,3,70.45,4300.45,0,69.36,4.239310332472287
0872-JCPIB,17,1,0,2,65.75,1111.2,0,65.36,4.1799104505517475
3055-MJDSB,9,0,0,1,24.6,190.1,0,21.12,3.050220458838061
9091-WTUUY,64,1,2,1,69.25,4447.75,0,69.5,4.241326752570746
